@relation example
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}
@attribute den {1,2,3,4}
@attribute clus {0,1,2,3,4}

@data
6.6441,4.1291,0,4,1
4.5071,5.5236,0,4,1
5.9237,4.6616,0,4,1
4.2534,6.0164,0,4,1
6.7736,6.0236,0,4,1
22.875,18.499,0,3,2
4.301,5.363,0,4,1
15.792,26.653,0,2,2
21.497,23.083,0,3,2
14.168,19.193,0,2,2
27.463,14.788,0,2,2
4.7408,4.494,0,4,1
20.204,25.473,0,3,2
24.873,25.01,0,3,2
3.4667,5.5673,0,4,1
6.5731,4.5062,0,4,1
23.921,19.688,0,3,2
24.932,25.132,0,3,2
5.9009,4.8457,0,4,1
21.977,21.029,0,3,2
4.9801,5.3525,0,4,1
20.382,18.56,0,3,2
18.096,23.145,0,3,2
5.0024,4.924,0,4,1
19.473,23.379,0,3,2
3.9277,5.5587,0,4,1
3.7212,3.4641,0,4,1
6.5129,5.178,0,4,1
4.7033,5.7709,0,4,1
23.33,17.483,0,3,2
24.337,18.489,0,3,2
4.805,4.2168,0,4,1
19.83,22.629,0,3,2
4.7262,3.6007,0,4,1
22.206,25.044,0,3,2
23.559,17.591,0,3,2
3.6493,4.0542,0,4,1
21.376,22.838,0,3,2
4.7521,4.3088,0,4,1
22.885,25.042,0,3,2
27.801,20.691,0,3,2
20.353,22.828,0,3,2
3.5429,3.1433,0,3,1
28.163,15.979,0,2,2
4.936,4.3929,0,4,1
5.0583,5.3532,0,4,1
5.4482,4.7479,0,4,1
26.202,19.464,0,3,2
21.077,24.543,0,3,2
4.9481,4.857,0,4,1
21.477,22.328,0,3,2
5.4047,5.7792,0,4,1
21.569,18.698,0,3,2
28.015,23.812,0,3,2
20.993,24.328,0,3,2
3.4736,4.7729,0,4,1
7.1823,5.1637,0,3,1
19.661,17.658,0,3,2
3.8663,4.7853,0,4,1
23.951,22.378,0,3,2
23.368,26.537,0,3,2
23.439,20.866,0,3,2
20.081,17.649,0,3,2
24.534,19.387,0,3,2
5.8017,5.6047,0,4,1
6.178,5.6567,0,4,1
6.9099,2.3915,0,3,1
20.059,17.13,0,3,2
20.122,19.561,0,3,2
24.912,23.218,0,3,2
5.7856,5.0343,0,4,1
17.455,17.075,0,2,2
25.769,20.83,0,3,2
20.821,21.594,0,3,2
32.436,24.005,0,2,2
23.945,21.83,0,3,2
4.0413,6.1806,0,4,1
18.261,18.337,0,3,2
24.785,20.972,0,3,2
5.5203,6.1152,0,4,1
21.377,22.188,0,3,2
18.294,20.984,0,3,2
5.2082,3.7781,0,4,1
3.9997,3.0214,0,3,1
3.7318,4.3938,0,4,1
6.4219,5.8254,0,4,1
5.6156,5.9835,0,4,1
5.3694,5.6157,0,4,1
5.7429,4.4486,0,4,1
18.596,24.7,0,3,2
23.959,25.039,0,3,2
5.6921,6.5045,0,4,1
18.899,22.251,0,3,2
21.096,23.548,0,3,2
4.7846,4.3611,0,4,1
5.3263,6.3823,0,4,1
24.376,22.394,0,3,2
3.8709,5.1343,0,4,1
6.1268,4.9082,0,4,1
5.27,6.0461,0,4,1
21.564,20.31,0,3,2
17.589,23.028,0,3,2
3.8135,6.2302,0,4,1
5.1345,4.5935,0,4,1
5.1867,6.5604,0,4,1
28.332,19.223,0,2,2
4.0561,4.6256,0,4,1
6.1061,5.7608,0,4,1
27.542,22.851,0,3,2
14.171,18.403,0,2,2
4.7291,5.0479,0,4,1
5.2877,3.8951,0,4,1
4.4328,6.1687,0,4,1
20.036,20.122,0,3,2
21.329,17.814,0,3,2
15.414,23.722,0,2,2
17.706,20.158,0,3,2
28.738,24.464,0,2,2
4.217,6.1894,0,4,1
3.1716,5.3489,0,4,1
6.0539,5.4313,0,4,1
21.9,24.41,0,3,2
3.3382,5.9147,0,4,1
22.156,19.568,0,3,2
4.3305,5.0946,0,4,1
19.247,22.961,0,3,2
26.192,21.622,0,3,2
25.778,21.949,0,3,2
24.157,28.029,0,3,2
4.7862,5.7696,0,4,1
5.2229,5.8847,0,4,1
3.3436,4.2471,0,4,1
26.688,17.905,0,3,2
5.4067,4.4642,0,4,1
3.7889,4.281,0,4,1
4.7146,4.9283,0,4,1
20.14,24.108,0,3,2
23.821,20.828,0,3,2
25.418,18.36,0,3,2
24.246,21.666,0,3,2
19.113,21.611,0,3,2
25.782,23.504,0,3,2
5.4539,3.996,0,4,1
27.834,29.731,0,2,2
11.884,-1.6709,1,2,3
5.7016,5.9912,0,4,1
10.985,6.2368,1,2,3
18.698,19.987,0,3,2
4.3741,4.2214,0,4,1
22.491,21.031,0,3,2
21.323,23.455,0,3,2
2.4908,16.781,1,4,4
4.5708,4.5469,0,4,1
25.023,28.302,0,2,2
4.806,4.9098,0,4,1
5.6815,4.6397,0,4,1
5.8259,5.2076,0,4,1
6.3334,5.4,0,4,1
9.9458,-0.21778,1,2,3
20.573,20.592,0,3,2
22.081,20.729,0,3,2
6.8959,5.0413,0,4,1
5.8164,4.7805,0,4,1
22.424,27.787,0,3,2
5.7869,4.8648,0,4,1
18.375,20.917,0,3,2
6.2493,4.9976,0,4,1
4.7811,6.0281,0,4,1
22.26,26.348,0,3,2
4.8144,4.5188,0,4,1
4.7042,4.9816,0,4,1
4.8816,5.2397,0,4,1
4.8208,4.758,0,4,1
4.169,4.3368,0,4,1
22.957,23.488,0,3,2
22.863,16.896,0,3,2
5.5685,5.8531,0,4,1
6.2391,4.3524,0,4,1
24.117,17.652,0,3,2
25.471,24.543,0,3,2
5.4426,5.5189,0,4,1
6.9609,5.2208,0,4,1
6.5377,4.4051,0,4,1
3.705,4.886,0,4,1
4.4399,6.3122,0,4,1
18.374,22.41,0,3,2
22.693,19.748,0,3,2
4.237,5.9835,0,4,1
20.324,21.35,0,3,2
22.602,23.17,0,3,2
5.6293,5.5497,0,4,1
4.5223,3.9388,0,4,1
4.8596,3.7286,0,4,1
4.157,4.8117,0,4,1
22.768,20.75,0,3,2
5.1754,4.3669,0,4,1
6.1404,5.1844,0,4,1
23.493,21.083,0,3,2
4.6158,5.621,0,4,1
23.477,27.834,0,3,2
10.78,4.5468,1,2,3
15.594,25.492,0,2,2
19.771,23.246,0,3,2
3.1289,5.1267,0,4,1
23.204,23.257,0,3,2
20.973,21.417,0,3,2
21.966,19.899,0,3,2
16.214,21.355,0,3,2
5.1562,3.7379,0,4,1
22.264,19.249,0,3,2
27.602,23.59,0,3,2
18.966,22.287,0,3,2
5.4354,5.031,0,4,1
5.5191,3.8646,0,4,1
25.266,19.587,0,3,2
4.8136,6.2153,0,4,1
25.995,20.142,0,3,2
4.8673,5.0342,0,4,1
25.351,24.626,0,3,2
18.12,17.83,0,3,2
4.2331,5.6496,0,4,1
27.644,22.623,0,3,2
17.951,25.709,0,3,2
27.015,23.05,0,3,2
4.1709,3.7508,0,4,1
6.6309,4.3489,0,4,1
4.3719,5.6576,0,4,1
15.996,24.13,0,3,2
4.9617,6.9644,0,4,1
22.394,20.801,0,3,2
6.6098,4.8888,0,4,1
5.9392,3.6373,0,4,1
17.658,20.727,0,3,2
4.4146,5.9269,0,4,1
28.495,23.512,0,3,2
5.3637,5.6243,0,4,1
5.7505,6.5759,0,4,1
4.7845,6.0554,0,4,1
21.004,21.554,0,3,2
19.686,20.499,0,3,2
23.988,25.472,0,3,2
4.4012,4.7069,0,4,1
2.3217,17.64,1,4,4
21.437,22.864,0,3,2
3.921,5.023,0,4,1
6.6222,7.5056,0,3,1
6.2063,5.3115,0,4,1
13.598,2.5344,1,2,3
22.906,20.944,0,3,2
14.499,22.172,0,2,2
5.8096,4.5987,0,4,1
22.327,18.612,0,3,2
22.651,23.281,0,3,2
4.5722,4.2815,0,4,1
21.187,21.334,0,3,2
18.028,21.876,0,3,2
5.109,4.9447,0,4,1
4.9072,5.4753,0,4,1
23.537,26.4,0,3,2
22.526,24.731,0,3,2
4.7452,4.6662,0,4,1
19.761,25.955,0,3,2
4.6746,4.5328,0,4,1
6.0844,5.1755,0,4,1
5.3546,4.5752,0,4,1
5.031,5.1893,0,4,1
1.7643,16.936,1,4,4
5.0465,4.8634,0,4,1
14.577,20.719,0,2,2
5.1118,5.5376,0,4,1
19.484,17.112,0,3,2
4.9303,4.1335,0,4,1
20.504,23.982,0,3,2
3.853,5.4306,0,4,1
23.441,20.226,0,3,2
23.262,24.166,0,3,2
5.8011,3.9565,0,4,1
5.6133,4.4442,0,4,1
18.904,26.486,0,3,2
23.413,19.656,0,3,2
5.4544,4.5037,0,4,1
5.0765,4.9881,0,4,1
4.3635,6.8863,0,4,1
5.6421,5.0403,0,4,1
5.2743,4.591,0,4,1
22.264,23.101,0,3,2
5.0251,5.2848,0,4,1
3.5498,6.2738,0,4,1
23.898,17.706,0,3,2
6.0952,5.3501,0,4,1
12.914,4.1676,1,2,3
13.107,6.2635,1,2,3
3.6071,5.3806,0,4,1
25.444,26.524,0,3,2
24.554,23.423,0,3,2
5.9875,4.5712,0,4,1
4.5028,5.565,0,4,1
5.4601,5.6408,0,4,1
19.628,23.219,0,3,2
4.7339,3.4101,0,4,1
18.38,24.559,0,3,2
27.053,27.739,0,2,2
5.0107,6.7726,0,4,1
3.5933,4.5629,0,4,1
16.91,20.223,0,3,2
23.432,24.27,0,3,2
15.379,25.856,0,2,2
4.8936,5.7933,0,4,1
24.498,18.003,0,3,2
6.1596,5.2733,0,4,1
26.176,22.517,0,3,2
24.422,24.62,0,3,2
21.752,25.341,0,3,2
21.679,25.387,0,3,2
25.78,15.328,0,2,2
22.63,21.714,0,3,2
4.5228,5.3185,0,4,1
25.685,24.447,0,3,2
19.54,23.592,0,3,2
5.2006,3.8495,0,4,1
21.736,21.676,0,3,2
17.496,23.209,0,3,2
21.42,23.617,0,3,2
5.4937,3.948,0,4,1
4.0987,5.2877,0,4,1
20.122,18.428,0,3,2
4.6004,6.9619,0,4,1
24.399,23.956,0,3,2
25.111,20.19,0,3,2
22.419,16.575,0,3,2
20.535,19.328,0,3,2
5.3368,3.8961,0,4,1
22.444,22.041,0,3,2
5.1542,6.0127,0,4,1
23.291,25.433,0,3,2
24.776,21.801,0,3,2
5.7032,5.6718,0,4,1
3.3372,4.8421,0,4,1
5.4717,6.6501,0,4,1
2.6759,16.69,1,4,4
27.258,20.141,0,3,2
24.195,17.834,0,3,2
22.17,27.978,0,3,2
24.017,18.365,0,3,2
24.644,20.618,0,3,2
20.874,19.597,0,3,2
20.963,20.217,0,3,2
5.8761,4.8227,0,4,1
15.141,28.365,0,2,2
5.238,4.5972,0,4,1
2.0977,16.666,1,4,4
5.6649,4.1582,0,4,1
5.9303,5.4604,0,4,1
6.5795,4.547,0,4,1
5.1781,5.9516,0,4,1
4.6301,4.9623,0,4,1
15.23,2.7924,1,2,3
14.253,2.6025,1,2,3
21.292,27.343,0,3,2
5.2435,5.6826,0,4,1
23.901,23.619,0,3,2
17.401,24.465,0,3,2
13.093,2.3098,1,2,3
5.4373,6.1147,0,4,1
2.1191,16.84,1,4,4
25.381,17.787,0,3,2
18.124,17.342,0,3,2
6.2655,5.9822,0,4,1
5.6568,5.1788,0,4,1
24.308,22.706,0,3,2
28.047,25.256,0,2,2
2.2366,17.277,1,4,4
3.7461,4.7994,0,4,1
3.3683,4.3048,0,4,1
5.6637,6.0465,0,4,1
17.663,22.61,0,3,2
18.811,24.062,0,3,2
23.058,20.359,0,3,2
19.742,17.619,0,3,2
24.355,22.555,0,3,2
5.8349,4.3751,0,4,1
20.646,21.726,0,3,2
4.9129,4.7398,0,4,1
24.52,25.298,0,3,2
4.5647,4.4787,0,4,1
4.071,4.6376,0,4,1
21.623,21.397,0,3,2
25.574,18.696,0,3,2
4.4982,6.2242,0,4,1
5.6332,4.3245,0,4,1
4.7107,6.1748,0,4,1
5.4915,4.7528,0,4,1
22.9,17.504,0,3,2
5.997,5.9828,0,4,1
26.444,24.372,0,3,2
5.7129,6.294,0,4,1
5.1951,5.3266,0,4,1
20.754,26.047,0,3,2
19.359,22.84,0,3,2
3.0268,5.0931,0,4,1
5.0704,6.1284,0,4,1
23.917,25.545,0,3,2
20.78,24.109,0,3,2
22.195,16.465,0,3,2
5.614,5.7274,0,4,1
15.439,27.592,0,2,2
5.0677,4.1064,0,4,1
24.681,24.794,0,3,2
8.9551,3.9978,1,2,3
22.972,16.237,0,3,2
4.3879,6.3931,0,4,1
4.5861,4.6625,0,4,1
4.9139,4.8244,0,4,1
24.576,25.123,0,3,2
5.9062,4.5707,0,4,1
6.6387,6.4135,0,3,1
25.708,21.907,0,3,2
24.106,21.881,0,3,2
1.8293,16.892,1,4,4
11.637,3.3059,1,2,3
4.7721,3.6215,0,4,1
5.5,5.2087,0,4,1
5.031,5.1433,0,4,1
4.1151,5.5948,0,4,1
5.2443,5.1571,0,4,1
20.074,22.067,0,3,2
18.996,23.932,0,3,2
17.459,17.062,0,2,2
4.1706,5.8592,0,4,1
5.3564,4.0587,0,4,1
20.493,18.808,0,3,2
5.1227,5.0396,0,4,1
4.4552,5.3467,0,4,1
19.714,20.539,0,3,2
3.8342,5.2302,0,4,1
0,-1,1,1,0
5.5156,6.0514,0,4,1
22.673,22.153,0,3,2
23.25,22.059,0,3,2
20.788,17.491,0,3,2
21.657,23.314,0,3,2
4.9054,5.0397,0,4,1
20.088,21.453,0,3,2
23.179,23.917,0,3,2
5.5005,4.9464,0,4,1
6.051,4.3802,0,4,1
22.482,22.362,0,3,2
21.587,21.741,0,3,2
4.7351,5.4716,0,4,1
5.5892,5.4307,0,4,1
19.992,24.451,0,3,2
1.7007,17.068,1,4,4
14.385,4.1622,1,2,3
33,37,1,1,0
5.0112,4.2136,0,4,1
6.1639,5.9062,0,4,1
5.1075,5.3479,0,4,1
6.0925,4.8006,0,4,1
4.9245,4.6734,0,4,1
20.28,22.735,0,3,2
12.826,4.6867,1,2,3
6.0095,4.2543,0,4,1
19.011,23.248,0,3,2
5.6204,4.6669,0,4,1
5.0303,6.0135,0,4,1
5.3877,4.2434,0,4,1
4.9018,6.7891,0,4,1
23.081,14.169,0,2,2
5.4999,4.8683,0,4,1
3.7032,3.9724,0,4,1
11.381,4.8885,1,2,3
6.2608,5.0714,0,4,1
3.8399,4.5734,0,4,1
4.149,4.0316,0,4,1
6.1676,5.3726,0,4,1
6.1983,4.8646,0,4,1
21.108,17.67,0,3,2
1.3192,17.463,1,4,4
22.994,18.492,0,3,2
22.991,22.949,0,3,2
24.077,21.454,0,3,2
18.168,24.341,0,3,2
5.0129,4.2562,0,4,1
24.38,19.401,0,3,2
4.8123,5.0018,0,4,1
23.533,23.457,0,3,2
22.055,21.936,0,3,2
1.9658,16.939,1,4,4
4.6993,5.3135,0,4,1
4.8827,4.3416,0,4,1
25.967,24,0,3,2
19.566,25.198,0,3,2
21.85,20.473,0,3,2
5.5692,2.7521,0,3,1
3.5866,6.2377,0,4,1
5.4867,5.1936,0,4,1
3.6658,5.7888,0,4,1
4.3227,5.4978,0,4,1
2.2461,16.773,1,4,4
24.89,20.248,0,3,2
19.094,23.411,0,3,2
4.3037,5.3195,0,4,1
24.271,25.173,0,3,2
6.0879,4.4709,0,4,1
5.8206,4.0194,0,4,1
24.786,21.371,0,3,2
5.6711,4.6427,0,4,1
5.1385,5.0654,0,4,1
19.74,22.958,0,3,2
5.1283,4.4974,0,4,1
22.006,24.208,0,3,2
6.3203,4.2278,0,4,1
4.2266,4.4849,0,4,1
4.9083,5.6057,0,4,1
5.7499,4.5628,0,4,1
4.2397,5.0956,0,4,1
5.5356,4.8696,0,4,1
20.768,21.953,0,3,2
24.175,22.781,0,3,2
13,35,1,1,0
24.508,24.624,0,3,2
6.1149,3.9659,0,4,1
19.893,24.807,0,3,2
3.9136,5.2349,0,4,1
19,38,1,1,0
23.204,21.751,0,3,2
5.3217,6.1562,0,4,1
22.661,23.555,0,3,2
4.6866,5.6162,0,4,1
26.256,26.06,0,3,2
12.482,1.5209,1,2,3
28.464,23.239,0,3,2
12.441,5.3427,1,2,3
5.7487,5.1889,0,4,1
3.6649,5.8834,0,4,1
23.209,24.257,0,3,2
3.7906,4.5935,0,4,1
6.5326,5.817,0,4,1
5.7794,5.8968,0,4,1
17.682,25.395,0,3,2
18.247,16.935,0,3,2
22.9,19.256,0,3,2
22.888,17.09,0,3,2
26.64,25.875,0,3,2
5.0034,4.5859,0,4,1
5.3435,4.3866,0,4,1
17.669,28.712,0,2,2
22.495,22.418,0,3,2
22.563,18.832,0,3,2
22.608,25.529,0,3,2
20.971,17.267,0,3,2
3.8968,3.9681,0,4,1
5.9216,4.8755,0,4,1
12.043,18.613,0,2,2
22.221,21.738,0,3,2
4.848,4.5002,0,4,1
3.2074,4.1512,0,4,1
25.599,21.005,0,3,2
22.607,22.927,0,3,2
5.2483,5.2867,0,4,1
3.8111,4.5135,0,4,1
6.3636,5.543,0,4,1
5.1231,4.5276,0,4,1
20.298,22.185,0,3,2
23.01,22.289,0,3,2
17.672,28,0,2,2
17.24,23.189,0,3,2
22.758,21.826,0,3,2
4.3712,4.245,0,4,1
5.3656,5.814,0,4,1
23.942,21.538,0,3,2
20.522,23.602,0,3,2
26.158,21.105,0,3,2
4.1808,3.8201,0,4,1
6.2675,5.9598,0,4,1
4.9369,6.1196,0,4,1
5.5176,6.0619,0,4,1
4.9365,5.2758,0,4,1
26.749,18.999,0,3,2
21.114,24.646,0,3,2
4.7381,6.5351,0,4,1
11.999,1.4158,1,2,3
22.968,20.432,0,3,2
5.5816,4.3407,0,4,1
24.909,21.913,0,3,2
18.254,22.746,0,3,2
-5,10,1,1,0
22.492,19.702,0,3,2
26.622,22.077,0,3,2
17.938,21.736,0,3,2
5.0265,4.5173,0,4,1
23.65,21.244,0,3,2
21.837,23.231,0,3,2
14.925,0.56579,1,2,3
3.9206,5.8941,0,4,1
5.633,5.149,0,4,1
22.302,25.719,0,3,2
3.9879,4.0883,0,4,1
4.7906,4.5351,0,4,1
22.989,22.762,0,3,2
23.429,20.162,0,3,2
5.2011,3.6848,0,4,1
20.554,17.779,0,3,2
4.8653,4.1145,0,4,1
4.794,6.045,0,4,1
5.2284,6.0922,0,4,1
2.0898,17.023,1,4,4
3.6793,6.5506,0,4,1
18.117,5.9634,1,2,3
23.006,20.729,0,3,2
26.13,22.269,0,3,2
3.853,4.0948,0,4,1
20.176,19.661,0,3,2
21.398,25.32,0,3,2
6.7488,5.0713,0,4,1
6.1759,5.3559,0,4,1
24.276,27.142,0,3,2
4.8483,4.9729,0,4,1
26.326,19.753,0,3,2
4.0659,5.2937,0,4,1
4.5822,5.2244,0,4,1
24.677,24.309,0,3,2
22.806,21.867,0,3,2
5.4478,5.8608,0,4,1
4.206,5.2479,0,4,1
5.6733,3.6829,0,4,1
26.909,21.556,0,3,2
26.757,22.953,0,3,2
1.7901,16.616,1,4,4
4.9518,4.7345,0,4,1
27.579,17.526,0,2,2
28.826,24.404,0,2,2
20.745,19.002,0,3,2
2.1866,17.109,1,4,4
31.611,20.621,0,2,2
5.6098,5.4533,0,4,1
15.646,0.22999,1,2,3
18.595,15.662,0,2,2
4.9434,6.4298,0,4,1
24.572,20.393,0,3,2
17.551,25.469,0,3,2
20.223,15.794,0,3,2
5.4629,4.9959,0,4,1
4.5871,5.1317,0,4,1
4.4632,6.148,0,4,1
19.279,20.31,0,3,2
26.22,22.354,0,3,2
6.2992,4.6534,0,4,1
6.2112,4.6472,0,4,1
22.091,20.132,0,3,2
5.7155,5.1786,0,4,1
25.907,23.36,0,3,2
5.5374,6.2847,0,4,1
25.407,20.595,0,3,2
5.7832,5.9514,0,4,1
5.5635,4.764,0,4,1
25.214,21.41,0,3,2
21.661,20.879,0,3,2
12.384,5.3479,1,2,3
25.421,21.915,0,3,2
5.2596,3.8285,0,4,1
3.8654,6.2265,0,4,1
2.526,16.501,1,4,4
25.22,19.885,0,3,2
19.29,19.175,0,3,2
5.1701,4.8289,0,4,1
23.238,17.672,0,3,2
23.618,15.379,0,2,2
1.8616,17.038,1,4,4
21.678,18.95,0,3,2
2.0611,17.942,1,4,4
4.9466,3.8367,0,4,1
14.213,19.602,0,2,2
5.6438,4.5141,0,4,1
5.6459,4.323,0,4,1
4.8918,5.0301,0,4,1
5.6713,6.7315,0,4,1
4.1107,5.2379,0,4,1
1.8969,17.155,1,4,4
13.768,1.4481,1,2,3
28.765,26.883,0,2,2
24.498,20.758,0,3,2
4.5648,5.4078,0,4,1
23.058,19.428,0,3,2
18.781,16.896,0,3,2
3.6394,5.6383,0,4,1
22.224,21.216,0,3,2
19.337,25.55,0,3,2
25.506,21.627,0,3,2
19.654,23.347,0,3,2
20.808,25.261,0,3,2
20.656,20.737,0,3,2
1.5856,16.618,1,4,4
3.5522,5.8981,0,4,1
4.9339,5.4768,0,4,1
21.914,22.083,0,3,2
18.102,18.393,0,3,2
5.7559,5.3517,0,4,1
5.9672,4.4434,0,4,1
17.026,24.188,0,3,2
1.7043,16.667,1,4,4
4.0186,5.5208,0,4,1
1.9135,16.873,1,4,4
5.3774,6.0164,0,4,1
19.749,21.624,0,3,2
3.5404,5.8708,0,4,1
3.9618,5.2561,0,4,1
3.8699,4.9087,0,4,1
23.181,23.899,0,3,2
19.199,21.745,0,3,2
3.7428,4.6115,0,4,1
25.619,20.652,0,3,2
5.2402,4.1288,0,4,1
20.207,24.566,0,3,2
24.471,20.308,0,3,2
6.3441,5.5031,0,4,1
4.7213,4.592,0,4,1
4.2331,3.9123,0,4,1
6.1871,5.2602,0,4,1
22.074,19.505,0,3,2
4.3537,5.8063,0,4,1
20.534,20.986,0,3,2
20.887,19.931,0,3,2
24.794,23.469,0,3,2
20.721,22.966,0,3,2
6.0756,5.6178,0,4,1
14.188,2.2138,1,2,3
22.944,23.109,0,3,2
5.9371,5.0039,0,4,1
21.458,24.319,0,3,2
4.7162,4.8604,0,4,1
5.9475,5.3134,0,4,1
16.636,21.833,0,3,2
23.362,18.689,0,3,2
14.638,22.039,0,2,2
5.6095,3.8848,0,4,1
5.1692,5.7018,0,4,1
4.7035,6.1206,0,4,1
5.6222,6.0647,0,4,1
4.7923,5.1044,0,4,1
5.4325,4.1419,0,4,1
21.113,25.037,0,3,2
18.872,22.632,0,3,2
5.7615,4.1815,0,4,1
6.2543,5.4514,0,4,1
6.2152,4.7749,0,4,1
2.0726,17.237,1,4,4
5.5345,4.9421,0,4,1
4.9027,5.1508,0,4,1
22.241,18.22,0,3,2
4.4838,5.1823,0,4,1
28.502,17.692,0,2,2
14.029,2.0647,1,2,3
4.6899,5.7543,0,4,1
4.4229,4.7074,0,4,1
19.5,20.421,0,3,2
4.626,6.034,0,4,1
27.409,21.305,0,3,2
22.087,22.058,0,3,2
5.887,5.3196,0,4,1
3.699,5.8799,0,4,1
16.752,20.723,0,3,2
21.719,21.828,0,3,2
2.3468,16.935,1,4,4
22.85,17.256,0,3,2
29.434,19.938,0,2,2
24.133,26.968,0,3,2
4.1686,5.8212,0,4,1
5.0702,5.4425,0,4,1
4.2317,4.4602,0,4,1
4.9666,6.0543,0,4,1
26.071,18.186,0,3,2
4.525,4.7825,0,4,1
24.218,25.745,0,3,2
19.925,26.663,0,3,2
25.612,19.771,0,3,2
22.152,16.36,0,3,2
5.5751,3.9254,0,4,1
23.659,25.118,0,3,2
5.794,3.9691,0,4,1
20.15,24.151,0,3,2
20.425,21.771,0,3,2
20.461,25.375,0,3,2
5.1473,5.045,0,4,1
5.6667,5.3986,0,4,1
21.378,19.542,0,3,2
21.779,19.684,0,3,2
20.398,24.459,0,3,2
5.2618,5.9155,0,4,1
5.7794,5.4476,0,4,1
22.717,21.053,0,3,2
21.704,22.169,0,3,2
25.508,23.485,0,3,2
24.578,20.697,0,3,2
20.685,25.49,0,3,2
4.6412,3.9568,0,4,1
21.238,19.741,0,3,2
3.8533,4.593,0,4,1
5.6671,5.6064,0,4,1
18.867,22.739,0,3,2
24.207,19.577,0,3,2
5.7748,6.426,0,4,1
21.132,20.328,0,3,2
4.3777,4.4118,0,4,1
6.5001,3.9342,0,4,1
26.67,21.538,0,3,2
5.1437,5.1754,0,4,1
3.7273,4.6603,0,4,1
5.3745,4.3755,0,4,1
20.097,21.407,0,3,2
11.857,3.6348,1,2,3
4.8892,5.7922,0,4,1
21.394,24.587,0,3,2
25.331,20.851,0,3,2
26.106,19.623,0,3,2
18.876,21.562,0,3,2
4.6742,5.7074,0,4,1
6.2928,4.4621,0,4,1
22.359,16.35,0,3,2
24.245,21.775,0,3,2
19.861,20.644,0,3,2
21.631,22.834,0,3,2
26.556,22.375,0,3,2
23.199,26.12,0,3,2
1.9795,16.727,1,4,4
5.0214,4.7846,0,4,1
24.331,26.125,0,3,2
23.467,21.826,0,3,2
4.931,6.565,0,4,1
22.114,17.511,0,3,2
13.319,4.0044,1,2,3
18.613,26.612,0,3,2
4.5369,5.4987,0,4,1
4.5817,5.579,0,4,1
3.7875,6.0276,0,4,1
14.817,-0.14324,1,2,3
5.14,4.412,0,4,1
17.342,27.886,0,2,2
18.014,23.503,0,3,2
4.6232,5.2174,0,4,1
4.3308,5.2775,0,4,1
5.8841,6.6934,0,4,1
23.766,18.955,0,3,2
20.774,24.364,0,3,2
24.328,24.421,0,3,2
23.564,18.157,0,3,2
23.686,21.272,0,3,2
5.1759,4.7673,0,4,1
5.9543,4.6635,0,4,1
2.9321,4.851,0,3,1
21.257,30.463,0,2,2
23.777,19.981,0,3,2
5.578,5.0827,0,4,1
4.5722,5.6803,0,4,1
27.347,17.166,0,2,2
4.7409,6.0615,0,4,1
19.777,27.078,0,3,2
5.5628,3.7398,0,4,1
28.261,20.444,0,3,2
5.1532,5.1242,0,4,1
3.5366,3.6942,0,4,1
24.905,20.392,0,3,2
21.293,19.142,0,3,2
18.173,21.568,0,3,2
20.853,18.052,0,3,2
4.9051,5.4839,0,4,1
22.14,17.708,0,3,2
1.9433,16.91,1,4,4
21.591,15.997,0,3,2
12.291,9.3265,1,2,3
22.769,23.908,0,3,2
6.758,3.9298,0,3,1
21.576,17.66,0,3,2
4.8009,5.9499,0,4,1
1.7914,16.852,1,4,4
20.893,19.599,0,3,2
21.476,23.093,0,3,2
21.823,23.999,0,3,2
4.252,4.2656,0,4,1
4.0145,4.6502,0,4,1
4.37,3.9329,0,4,1
4.3759,5.0196,0,4,1
23.009,17.509,0,3,2
16.77,19.332,0,3,2
6.1446,5.1753,0,4,1
4.9087,5.2649,0,4,1
20.492,22.218,0,3,2
4.2245,4.1689,0,4,1
24.707,27.658,0,3,2
24.856,27.155,0,3,2
21.728,24.928,0,3,2
4.0286,4.1453,0,4,1
20.422,23.521,0,3,2
6.1295,4.7827,0,4,1
4.9952,4.6156,0,4,1
22.873,21.356,0,3,2
4.1211,6.2498,0,4,1
3.9184,6.1272,0,4,1
3.3694,5.3399,0,4,1
24.675,27.693,0,3,2
19.636,21.622,0,3,2
3.5581,4.2484,0,4,1
23.531,22.316,0,3,2
5.3825,2.7069,0,3,1
23.29,27.676,0,3,2
5.0341,4.1616,0,4,1
21.983,23.395,0,3,2
25.724,27.089,0,3,2
7.0488,5.3548,0,3,1
17.667,23.455,0,3,2
4.7924,4.5979,0,4,1
20.481,21.715,0,3,2
4.1359,3.3712,0,4,1
3.7283,5.2593,0,4,1
10.963,2.6705,1,2,3
6.0832,3.297,0,4,1
23.712,24.809,0,3,2
20.74,20.725,0,3,2
4.807,3.2723,0,4,1
4.0823,4.5445,0,4,1
24.786,18.318,0,3,2
4.3699,4.3788,0,4,1
22.025,19.789,0,3,2
5.3834,4.8589,0,4,1
5.8058,4.1775,0,4,1
4.8424,4.098,0,4,1
18.498,18.121,0,3,2
5.0707,5.6396,0,4,1
4.1725,4.9585,0,4,1
5.132,5.0966,0,4,1
4.1898,5.432,0,4,1
4.5804,3.7494,0,4,1
23.274,24.112,0,3,2
21.214,23.107,0,3,2
24.73,20.579,0,3,2
